political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"United States Representative, District No. 21",Scott William Sturm,,11,7
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"United States Representative, District No. 21",Ricardo Villarreal,,41,11
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"United States Representative, District No. 21",Cherif Gacis,,2,2
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"United States Representative, District No. 21",Claudia Andreana Zapata,,45,25
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"United States Representative, District No. 21",David Anderson Jr,,8,5
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"United States Representative, District No. 21",Coy Gee Branscum II,,12,5
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Governor,Inocencio (Inno) Barrientez,,0,0
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Governor,Rich Wakeland,,1,2
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Governor,Beto O'Rourke,,126,53
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Governor,Joy Diaz,,2,1
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Governor,Michael Cooper,,0,3
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Lieutenant Governor,Mike Collier,,88,40
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Lieutenant Governor,Carla Brailey,,22,9
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Lieutenant Governor,Michelle Beckley,,18,8
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Attorney General,Rochelle Mercedes Garza,,40,25
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Attorney General,Joe Jaworski,,55,22
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Attorney General,"S. ""TBone"" Raynor",,4,2
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Attorney General,Lee Merritt,,8,4
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Attorney General,Mike Fields,,14,4
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Comptroller of Public Accounts,Janet T. Dudding,,75,38
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Comptroller of Public Accounts,Tim Mahoney,,33,10
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Comptroller of Public Accounts,Angel Luis Vega,,12,8
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Commissioner of the General Land Office,Jinny Suh,,31,11
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Commissioner of the General Land Office,Sandragrace Martinez,,18,10
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Commissioner of the General Land Office,Jay Kleberg,,50,28
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Commissioner of the General Land Office,Michael Lange,,17,6
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Commissioner of Agriculture,Ed Ireson,,25,11
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Commissioner of Agriculture,Susan Hays,,93,43
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,Railroad Commissioner,Luke Warford,,108,49
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"Justice, Supreme Court, Place 3",Erin A Nowell,,110,51
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"Justice, Supreme Court, Place 5",Amanda Reichek,,109,52
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"Justice, Supreme Court, Place 9",Julia Maldonado,,108,52
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,,109,51
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,,110,52
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"State Senator, District No. 24",Kathy Jones-Hospod,,102,48
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"State Senator, District No. 24",Jeremy Kohlwes,,12,6
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"State Representative,  District No. 19",Pam Baggett,,112,52
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"Justice, 4th Court of Appeals District, Place No. 6",Irene Rios,,110,52
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,"Justice, 4th Court of Appeals District, Place No. 7 Unexpired Term","Rebecca ""Beckie"" Palomo",,110,52
Democratic Party,3/1/2022,Democratic Primary,1,1,1 8 12,5120,County Chairman,Cathy Collier,,117,55
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,"United States Representative, District No. 21",Scott William Sturm,,6,2
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,"United States Representative, District No. 21",Ricardo Villarreal,,23,10
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,"United States Representative, District No. 21",Cherif Gacis,,1,0
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,"United States Representative, District No. 21",Claudia Andreana Zapata,,23,10
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,"United States Representative, District No. 21",David Anderson Jr,,3,0
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,"United States Representative, District No. 21",Coy Gee Branscum II,,4,5
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Governor,Inocencio (Inno) Barrientez,,0,0
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Governor,Rich Wakeland,,1,0
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Governor,Beto O'Rourke,,63,29
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Governor,Joy Diaz,,0,0
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Governor,Michael Cooper,,0,0
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Lieutenant Governor,Mike Collier,,38,18
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Lieutenant Governor,Carla Brailey,,16,6
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Lieutenant Governor,Michelle Beckley,,10,4
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Attorney General,Rochelle Mercedes Garza,,23,12
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Attorney General,Joe Jaworski,,27,11
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Attorney General,"S. ""TBone"" Raynor",,2,1
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Attorney General,Lee Merritt,,4,2
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Attorney General,Mike Fields,,6,1
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Comptroller of Public Accounts,Janet T. Dudding,,37,18
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Comptroller of Public Accounts,Tim Mahoney,,15,3
Democratic Party,3/1/2022,Democratic Primary,0,0,2 10,2573,Comptroller of Public Accounts,Angel Luis Vega,,7,3
