political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Randall County,3/1/2022,Republican Primary,0,0,103,951,"United States Representative, District 13",Ronny Jackson,,36,33
Randall County,3/1/2022,Republican Primary,0,0,103,951,Governor,Greg Abbott,,32,26
Randall County,3/1/2022,Republican Primary,0,0,103,951,Governor,Paul Belew,,2,0
Randall County,3/1/2022,Republican Primary,0,0,103,951,Governor,Kandy Kaye Horn,,1,1
Randall County,3/1/2022,Republican Primary,0,0,103,951,Governor,Danny Harrison,,0,0
Randall County,3/1/2022,Republican Primary,0,0,103,951,Governor,Don Huffines,,1,4
Randall County,3/1/2022,Republican Primary,0,0,103,951,Governor,Chad Prather,,0,1
Randall County,3/1/2022,Republican Primary,0,0,103,951,Governor,Allen B. West,,4,4
Randall County,3/1/2022,Republican Primary,0,0,103,951,Governor,Rick Perry,,1,0
Randall County,3/1/2022,Republican Primary,0,0,103,951,Lieutenant Governor,Todd M. Bullis,,2,3
Randall County,3/1/2022,Republican Primary,0,0,103,951,Lieutenant Governor,Trayce Bradford,,2,4
Randall County,3/1/2022,Republican Primary,0,0,103,951,Lieutenant Governor,Zach Vance,,0,1
Randall County,3/1/2022,Republican Primary,0,0,103,951,Lieutenant Governor,Daniel Miller,,1,2
Randall County,3/1/2022,Republican Primary,0,0,103,951,Lieutenant Governor,Dan Patrick,,29,26
Randall County,3/1/2022,Republican Primary,0,0,103,951,Lieutenant Governor,Aaron Sorrells,,3,1
Randall County,3/1/2022,Republican Primary,0,0,103,951,Attorney General,Eva Guzman,,8,7
Randall County,3/1/2022,Republican Primary,0,0,103,951,Attorney General,Louie Gohmert,,7,4
Randall County,3/1/2022,Republican Primary,0,0,103,951,Attorney General,Ken Paxton,,18,18
Randall County,3/1/2022,Republican Primary,0,0,103,951,Attorney General,George P. Bush,,7,8
Randall County,3/1/2022,Republican Primary,0,0,103,951,Comptroller of Public Accounts,Glenn Hegar,,24,27
Randall County,3/1/2022,Republican Primary,0,0,103,951,Comptroller of Public Accounts,Mark V. Goloby,,7,6
Randall County,3/1/2022,Republican Primary,0,0,103,951,Commissioner of the General Land Office,Ben Armenta,,0,3
Randall County,3/1/2022,Republican Primary,0,0,103,951,Commissioner of the General Land Office,Tim Westley,,3,5
Randall County,3/1/2022,Republican Primary,0,0,103,951,Commissioner of the General Land Office,Don W. Minton,,4,2
Randall County,3/1/2022,Republican Primary,0,0,103,951,Commissioner of the General Land Office,Dawn Buckingham,,10,9
Randall County,3/1/2022,Republican Primary,0,0,103,951,Commissioner of the General Land Office,Victor Avila,,7,2
Randall County,3/1/2022,Republican Primary,0,0,103,951,Commissioner of the General Land Office,Jon Spiers,,4,3
Randall County,3/1/2022,Republican Primary,0,0,103,951,Commissioner of the General Land Office,Weston Martinez,,0,5
Randall County,3/1/2022,Republican Primary,0,0,103,951,Commissioner of the General Land Office,Rufus Lopez,,1,0
Randall County,3/1/2022,Republican Primary,0,0,103,951,Commissioner of Agriculture,James White,,7,8
Randall County,3/1/2022,Republican Primary,0,0,103,951,Commissioner of Agriculture,Carey A. Counsil,,4,6
Randall County,3/1/2022,Republican Primary,0,0,103,951,Commissioner of Agriculture,Sid Miller,,24,19
Randall County,3/1/2022,Republican Primary,0,0,103,951,Railroad Commissioner,Wayne Christian,,19,11
Randall County,3/1/2022,Republican Primary,0,0,103,951,Railroad Commissioner,Dawayne Tipton,,5,4
Randall County,3/1/2022,Republican Primary,0,0,103,951,Railroad Commissioner,Sarah Stogner,,2,6
Randall County,3/1/2022,Republican Primary,0,0,103,951,Railroad Commissioner,"Marvin ""Sarge"" Summers",,1,5
Randall County,3/1/2022,Republican Primary,0,0,103,951,Railroad Commissioner,Tom Slocum Jr.,,6,5
