Political_Subdivision,Election_Date,Election_Name,Total Provisional Ballots,Total Provisional Ballots Counted,precinct_number,reg_voters,race_name,candidate_name,Party_Code,early_votes,election_votes
Hopkins County,11/3/20,General,,,1,0,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,653,89
Hopkins County,11/3/20,General,,,1,0,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,132,14
Hopkins County,11/3/20,General,,,1,0,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,7,0
Hopkins County,11/3/20,General,,,1,0,President and Vice President,"Howie Hawkins
Angela Walker",GRN,1,0
Hopkins County,11/3/20,General,,,1,0,President and Vice President,BRIAN CARROLL,,1,0
Hopkins County,11/3/20,General,,,1,0,President and Vice President,Rejected write-ins,,1,1
Hopkins County,11/3/20,General,,,1,0,President and Vice President,Unassigned write-ins,,0,0
Hopkins County,11/3/20,General,,,1,0,United States Senator,John Cornyn,REP,654,85
Hopkins County,11/3/20,General,,,1,0,United States Senator,"Mary ""MJ"" Hegar",DEM,127,14
Hopkins County,11/3/20,General,,,1,0,United States Senator,Kerry Douglas McKennon,LIB,6,2
Hopkins County,11/3/20,General,,,1,0,United States Senator,David B. Collins,GRN,1,0
Hopkins County,11/3/20,General,,,1,0,United States Senator,Rejected write-ins,,0,1
Hopkins County,11/3/20,General,,,1,0,United States Senator,Unassigned write-ins,,0,0
Hopkins County,11/3/20,General,,,1,0,"United States Representative, District No. 4",Pat Fallon,REP,641,82
Hopkins County,11/3/20,General,,,1,0,"United States Representative, District No. 4",Russell Foster,DEM,125,17
Hopkins County,11/3/20,General,,,1,0,"United States Representative, District No. 4",Lou Antonelli,LIB,6,1
Hopkins County,11/3/20,General,,,1,0,"United States Representative, District No. 4",TRACY JONES,,0,0
Hopkins County,11/3/20,General,,,1,0,"United States Representative, District No. 4",Rejected write-ins,,0,1
Hopkins County,11/3/20,General,,,1,0,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Hopkins County,11/3/20,General,,,1,0,Railroad Commissioner,"James ""Jim"" Wright",REP,657,85
Hopkins County,11/3/20,General,,,1,0,Railroad Commissioner,Chrysta Castañeda,DEM,115,16
Hopkins County,11/3/20,General,,,1,0,Railroad Commissioner,Matt Sterett,LIB,7,1
Hopkins County,11/3/20,General,,,1,0,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,2,0
Hopkins County,11/3/20,General,,,1,0,"Chief Justice, Supreme Court",Nathan Hecht,REP,647,83
Hopkins County,11/3/20,General,,,1,0,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,120,17
Hopkins County,11/3/20,General,,,1,0,"Chief Justice, Supreme Court",Mark Ash,LIB,7,3
Hopkins County,11/3/20,General,,,1,0,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,656,86
Hopkins County,11/3/20,General,,,1,0,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,119,15
Hopkins County,11/3/20,General,,,1,0,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,643,83
Hopkins County,11/3/20,General,,,1,0,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,124,16
Hopkins County,11/3/20,General,,,1,0,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,6,2
Hopkins County,11/3/20,General,,,1,0,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,651,85
Hopkins County,11/3/20,General,,,1,0,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,116,14
Hopkins County,11/3/20,General,,,1,0,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,8,3
Hopkins County,11/3/20,General,,,1,0,"Judge, Court of Criminal Appeals, Place No. 3",Bert Richardson,REP,647,84
Hopkins County,11/3/20,General,,,1,0,"Judge, Court of Criminal Appeals, Place No. 3",Elizabeth Davis Frizell,DEM,119,18
Hopkins County,11/3/20,General,,,1,0,"Judge, Court of Criminal Appeals, Place No. 4",Kevin Patrick Yeary,REP,648,88
Hopkins County,11/3/20,General,,,1,0,"Judge, Court of Criminal Appeals, Place No. 4",Tina Clinton,DEM,121,15
Hopkins County,11/3/20,General,,,1,0,"Judge, Court of Criminal Appeals, Place No. 9",David Newell,REP,648,89
Hopkins County,11/3/20,General,,,1,0,"Judge, Court of Criminal Appeals, Place No. 9",Brandon Birmingham,DEM,119,14
Hopkins County,11/3/20,General,,,1,0,"Member State Board of Education, District No. 9",Keven M. Ellis,REP,647,86
Hopkins County,11/3/20,General,,,1,0,"Member State Board of Education, District No. 9",Brenda Davis,DEM,122,16
Hopkins County,11/3/20,General,,,1,0,"State Representative, District No. 2",Bryan Slaton,REP,637,85
Hopkins County,11/3/20,General,,,1,0,"State Representative, District No. 2",Bill Brannon,DEM,128,15
Hopkins County,11/3/20,General,,,1,0,"Justice, 6th Court of Appeals District, Place No. 3",Ralph K. Burgess,REP,691,91
Hopkins County,11/3/20,General,,,1,0,"District Judge, 8th Judicial District",Eddie Northcutt,REP,699,95
Hopkins County,11/3/20,General,,,1,0,"District Judge, 62nd Judicial District",Will Biard,REP,685,93
Hopkins County,11/3/20,General,,,1,0,"District Attorney, 8th Judicial District",Will Ramsay,REP,690,95
Hopkins County,11/3/20,General,,,1,0,County Attorney,Dustanna Hyde Rabe,REP,690,93
Hopkins County,11/3/20,General,,,1,0,Sheriff,Lewis Tatum,REP,695,93
Hopkins County,11/3/20,General,,,1,0,County Tax Assessor-Collector,Debbie Pogue Mitchell,REP,696,93
Hopkins County,11/3/20,General,,,1,0,"County Commissioner,
Precinct No. 1",Mickey Barker,REP,675,90
Hopkins County,11/3/20,General,,,1,0,"Constable, Precinct No. 1",Norman Colyer,REP,688,92
Hopkins County,11/3/20,General,,,1 - MGISD,0,President and Vice President,"Donald J. Trump
Michael R. Pence",REP,1,3
Hopkins County,11/3/20,General,,,1 - MGISD,0,President and Vice President,"Joseph R. Biden
Kamala D. Harris",DEM,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,President and Vice President,"Jo Jorgensen
Jeremy ""Spike"" Cohen",LIB,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,President and Vice President,"Howie Hawkins
Angela Walker",GRN,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,President and Vice President,BRIAN CARROLL,,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,President and Vice President,Rejected write-ins,,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,President and Vice President,Unassigned write-ins,,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,United States Senator,John Cornyn,REP,1,3
Hopkins County,11/3/20,General,,,1 - MGISD,0,United States Senator,"Mary ""MJ"" Hegar",DEM,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,United States Senator,Kerry Douglas McKennon,LIB,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,United States Senator,David B. Collins,GRN,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,United States Senator,Rejected write-ins,,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,United States Senator,Unassigned write-ins,,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,"United States Representative, District No. 4",Pat Fallon,REP,1,3
Hopkins County,11/3/20,General,,,1 - MGISD,0,"United States Representative, District No. 4",Russell Foster,DEM,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,"United States Representative, District No. 4",Lou Antonelli,LIB,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,"United States Representative, District No. 4",TRACY JONES,,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,"United States Representative, District No. 4",Rejected write-ins,,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,"United States Representative, District No. 4",Unassigned write-ins,,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,Railroad Commissioner,"James ""Jim"" Wright",REP,1,3
Hopkins County,11/3/20,General,,,1 - MGISD,0,Railroad Commissioner,Chrysta Castañeda,DEM,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,Railroad Commissioner,Matt Sterett,LIB,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,Railroad Commissioner,"Katija ""Kat"" Gruene",GRN,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,"Chief Justice, Supreme Court",Nathan Hecht,REP,1,3
Hopkins County,11/3/20,General,,,1 - MGISD,0,"Chief Justice, Supreme Court",Amy Clark Meachum,DEM,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,"Chief Justice, Supreme Court",Mark Ash,LIB,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,"Justice, Supreme Court, Place No. 6
Unexpired Term",Jane Bland,REP,1,3
Hopkins County,11/3/20,General,,,1 - MGISD,0,"Justice, Supreme Court, Place No. 6
Unexpired Term",Kathy Cheng,DEM,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,"Justice, Supreme Court, Place No. 7",Jeff Boyd,REP,1,3
Hopkins County,11/3/20,General,,,1 - MGISD,0,"Justice, Supreme Court, Place No. 7",Staci Williams,DEM,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,"Justice, Supreme Court, Place No. 7",William Bryan Strange III,LIB,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,"Justice, Supreme Court, Place No. 8",Brett Busby,REP,1,3
Hopkins County,11/3/20,General,,,1 - MGISD,0,"Justice, Supreme Court, Place No. 8",Gisela D. Triana,DEM,0,0
Hopkins County,11/3/20,General,,,1 - MGISD,0,"Justice, Supreme Court, Place No. 8",Tom Oxford,LIB,0,0
