political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Coryell County Republican Party,7/14/2020,07/114/2020 Primary Runoff,0,0,101,6304,"State Representative, District 59",J.D. Sheffield,,147,73
Coryell County Republican Party,7/14/2020,07/114/2020 Primary Runoff,0,0,101,6304,"State Representative, District 59",Shelby Slawson,,154,52
Coryell County Democratic Party,7/14/2020,07/114/2020 Primary Runoff,0,0,101,6304,United States Senator,Royce West,,44,27
Coryell County Democratic Party,7/14/2020,07/114/2020 Primary Runoff,0,0,101,6304,United States Senator,"Mary ""MJ"" Hegar",,92,60
Coryell County Democratic Party,7/14/2020,07/114/2020 Primary Runoff,0,0,101,6304,Railroad Commissioner,Chrysta Castañeda,,76,50
Coryell County Democratic Party,7/14/2020,07/114/2020 Primary Runoff,0,0,101,6304,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,60,36
Coryell County Republican Party,7/14/2020,07/114/2020 Primary Runoff,0,0,102,1330,"State Representative, District 59",J.D. Sheffield,,134,37
Coryell County Republican Party,7/14/2020,07/114/2020 Primary Runoff,0,0,102,1330,"State Representative, District 59",Shelby Slawson,,117,40
Coryell County Democratic Party,7/14/2020,07/114/2020 Primary Runoff,0,0,102,1330,United States Senator,Royce West,,8,0
Coryell County Democratic Party,7/14/2020,07/114/2020 Primary Runoff,0,0,102,1330,United States Senator,"Mary ""MJ"" Hegar",,16,1
Coryell County Democratic Party,7/14/2020,07/114/2020 Primary Runoff,0,0,102,1330,Railroad Commissioner,Chrysta Castañeda,,17,0
Coryell County Democratic Party,7/14/2020,07/114/2020 Primary Runoff,0,0,102,1330,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,7,1
Coryell County Republican Party,7/14/2020,07/114/2020 Primary Runoff,0,0,103,362,"State Representative, District 59",J.D. Sheffield,,12,23
Coryell County Republican Party,7/14/2020,07/114/2020 Primary Runoff,0,0,103,362,"State Representative, District 59",Shelby Slawson,,19,28
Coryell County Democratic Party,7/14/2020,07/114/2020 Primary Runoff,0,0,103,362,United States Senator,Royce West,,1,0
Coryell County Democratic Party,7/14/2020,07/114/2020 Primary Runoff,0,0,103,362,United States Senator,"Mary ""MJ"" Hegar",,2,4
Coryell County Democratic Party,7/14/2020,07/114/2020 Primary Runoff,0,0,103,362,Railroad Commissioner,Chrysta Castañeda,,3,3
Coryell County Democratic Party,7/14/2020,07/114/2020 Primary Runoff,0,0,103,362,Railroad Commissioner,"Roberto R. ""Beto"" Alonzo",,0,1
Coryell County Republican Party,7/14/2020,07/114/2020 Primary Runoff,0,0,104,4847,"State Representative, District 59",J.D. Sheffield,,130,99
Coryell County Republican Party,7/14/2020,07/114/2020 Primary Runoff,0,0,104,4847,"State Representative, District 59",Shelby Slawson,,152,77
