political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,party_code,candidate_name,early_votes,election_votes
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,U. S. Senator,DEM,Sema Hernandez,31,18
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,U. S. Senator,DEM,Beto O'Rourke,30,21
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,U. S. Senator,DEM,Edward Kimbrough,18,11
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"U. S. Representative, District 14",DEM,Adrienne Bell,64,42
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"U. S. Representative, District 14",DEM,"Levy Q. Barnes, Jr.",11,10
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Governor,DEM,"Cedric Davis, Sr.",8,5
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Governor,DEM,Grady Yarbrough,5,4
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Governor,DEM,Joe Mumbach,0,0
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Governor,DEM,James Jolly Clark,1,1
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Governor,DEM,Andrew White,36,22
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Governor,DEM,Lupe Valdez,17,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Governor,DEM,Tom Wakely,3,1
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Governor,DEM,Jeffrey Payne,5,6
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Governor,DEM,Adrian Ocegueda,3,2
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Lieutenant Governor,DEM,Mike Collier,46,29
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Lieutenant Governor,DEM,Michael Cooper,30,19
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Attorney General,DEM,Justin Nelson,74,45
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Comptroller of Public Accounts,DEM,Tim Mahoney,40,26
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Comptroller of Public Accounts,DEM,Joi Chevalier,35,21
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Commissioner of the General Land Office,DEM,Miguel Suazo,55,27
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Commissioner of the General Land Office,DEM,Tex Morgan,21,22
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Commissioner of Agriculture,DEM,Kim Olson,74,46
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Railroad Commissioner,DEM,Roman McAllen,38,26
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Railroad Commissioner,DEM,Chris Spellmon,35,21
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, Supreme Court, Place 2",DEM,Steven Kirkland,72,46
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, Supreme Court, Place 4",DEM,R.K. Sandill,71,44
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, Supreme Court, Place 6",DEM,Kathy Cheng,70,45
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Presiding Judge, Court of Criminal Appeals",DEM,Maria T. (Terri) Jackson,74,46
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Judge, Court of Criminal Appeals, Place 7",DEM,Ramona Franklin,72,45
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Member, State Board of Education, District 7",DEM,"Elizabeth ""Eliz"" Markowitz",71,46
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, 1st Court of Appeals District, Place 2",DEM,Gordon Goodman,70,45
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, 1st Court of Appeals District, Place 6",DEM,Sarah Beth Landau,69,46
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, 1st Court of Appeals District, Place 7",DEM,Julie Countiss,70,44
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, 1st Court of Appeals District, Place 8",DEM,Richard Hightower,69,43
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, 1st Court of Appeals District, Place 9",DEM,Peter Kelly,70,45
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, 14th Court of Appeals District, Place 3",DEM,Jerry Zimmerer,38,23
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, 14th Court of Appeals District, Place 3",DEM,"Joseph R. Willie, II",35,23
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, 14th Court of Appeals District, Place 4",DEM,Charles Spain,65,43
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, 14th Court of Appeals District, Place 5",DEM,Frances Bourliot,65,40
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, 14th Court of Appeals District, Place 6",DEM,Meagan Hassan,68,42
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, 14th Court of Appeals District, Place 8",DEM,Michele Barber Chimene,30,17
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Justice, 14th Court of Appeals District, Place 8",DEM,"Margaret ""Meg"" Poissant",45,29
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,County Judge,DEM,Robert Pruett,70,45
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,"Judge, County Court at Law No. 4 and Probate Court",DEM,Robin Burgess,71,45
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,County Clerk,DEM,Rose MacAskie,70,45
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,County Chairman,DEM,Sue Funkhouser,68,44
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 1,DEM,For,80,48
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 1,DEM,Against,1,3
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 2,DEM,For,79,48
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 2,DEM,Against,2,3
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 3,DEM,For,78,49
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 3,DEM,Against,2,1
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 4,DEM,For,76,50
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 4,DEM,Against,3,1
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 5,DEM,For,71,44
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 5,DEM,Against,5,6
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 6,DEM,For,79,48
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 6,DEM,Against,1,2
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 7,DEM,For,76,47
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 7,DEM,Against,3,3
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 8,DEM,For,70,43
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 8,DEM,Against,6,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 9,DEM,For,74,47
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 9,DEM,Against,4,3
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 10,DEM,For,76,48
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 10,DEM,Against,3,3
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 11,DEM,For,77,46
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 11,DEM,Against,2,3
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 12,DEM,For,76,50
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,1 - BS2,4367,Democratic Party Proposition 12,DEM,Against,4,0
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,U. S. Senator,DEM,Sema Hernandez,1,2
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,U. S. Senator,DEM,Beto O'Rourke,2,5
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,U. S. Senator,DEM,Edward Kimbrough,1,1
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"U. S. Representative, District 14",DEM,Adrienne Bell,3,5
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"U. S. Representative, District 14",DEM,"Levy Q. Barnes, Jr.",0,2
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Governor,DEM,"Cedric Davis, Sr.",0,0
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Governor,DEM,Grady Yarbrough,0,2
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Governor,DEM,Joe Mumbach,0,0
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Governor,DEM,James Jolly Clark,0,0
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Governor,DEM,Andrew White,3,4
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Governor,DEM,Lupe Valdez,1,1
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Governor,DEM,Tom Wakely,0,0
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Governor,DEM,Jeffrey Payne,0,0
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Governor,DEM,Adrian Ocegueda,0,0
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Lieutenant Governor,DEM,Mike Collier,3,3
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Lieutenant Governor,DEM,Michael Cooper,1,5
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Attorney General,DEM,Justin Nelson,4,7
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Comptroller of Public Accounts,DEM,Tim Mahoney,3,4
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Comptroller of Public Accounts,DEM,Joi Chevalier,1,4
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Commissioner of the General Land Office,DEM,Miguel Suazo,4,4
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Commissioner of the General Land Office,DEM,Tex Morgan,0,4
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Commissioner of Agriculture,DEM,Kim Olson,4,7
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Railroad Commissioner,DEM,Roman McAllen,1,1
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Railroad Commissioner,DEM,Chris Spellmon,3,7
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, Supreme Court, Place 2",DEM,Steven Kirkland,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, Supreme Court, Place 4",DEM,R.K. Sandill,4,6
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, Supreme Court, Place 6",DEM,Kathy Cheng,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Presiding Judge, Court of Criminal Appeals",DEM,Maria T. (Terri) Jackson,4,7
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Judge, Court of Criminal Appeals, Place 7",DEM,Ramona Franklin,4,7
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Member, State Board of Education, District 7",DEM,"Elizabeth ""Eliz"" Markowitz",4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"State Senator, District 17",DEM,Ahmad R. Hassan,1,1
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"State Senator, District 17",DEM,Rita Lucido,2,4
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"State Senator, District 17",DEM,Fran Watson,1,3
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, 1st Court of Appeals District, Place 2",DEM,Gordon Goodman,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, 1st Court of Appeals District, Place 6",DEM,Sarah Beth Landau,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, 1st Court of Appeals District, Place 7",DEM,Julie Countiss,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, 1st Court of Appeals District, Place 8",DEM,Richard Hightower,3,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, 1st Court of Appeals District, Place 9",DEM,Peter Kelly,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, 14th Court of Appeals District, Place 3",DEM,Jerry Zimmerer,3,4
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, 14th Court of Appeals District, Place 3",DEM,"Joseph R. Willie, II",1,4
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, 14th Court of Appeals District, Place 4",DEM,Charles Spain,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, 14th Court of Appeals District, Place 5",DEM,Frances Bourliot,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, 14th Court of Appeals District, Place 6",DEM,Meagan Hassan,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, 14th Court of Appeals District, Place 8",DEM,Michele Barber Chimene,1,4
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice, 14th Court of Appeals District, Place 8",DEM,"Margaret ""Meg"" Poissant",3,4
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,County Judge,DEM,Robert Pruett,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Judge, County Court at Law No. 4 and Probate Court",DEM,Robin Burgess,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,County Clerk,DEM,Rose MacAskie,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"County Commissioner, Precinct No. 4",DEM,Arnetta Murray,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,"Justice of the Peace Precinct No. 4, Place 2",DEM,F. J. Jones,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,County Chairman,DEM,Sue Funkhouser,4,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Democratic Party Proposition 1,DEM,For,3,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Democratic Party Proposition 1,DEM,Against,1,0
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Democratic Party Proposition 2,DEM,For,3,8
BRAZORIA COUNTY,3/6/2018,Democratic Party Primary Election,,,10 - BS22,1007,Democratic Party Proposition 2,DEM,Against,1,0
