"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","President","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","President","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","United States Representative, District 14","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","Railroad Commissioner","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","Justice, Supreme Court, Place 3","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","Justice, Supreme Court, Place 5","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","Justice, Supreme Court, Place 9","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","Judge, Court of Criminal Appeals, Place 2","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","Judge, Court of Criminal Appeals, Place 5","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","Judge, Court of Criminal Appeals, Place 6","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","State Representative, District 23","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","Chief Justice, 1st Court of Appeals District","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","Justice, 1st Court of Appeals District, Place 4","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","Justice, 14th Court of Appeals District, Place 2","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","Justice, 14th Court of Appeals District, Place 9","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","District Judge, 10th Judicial District","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","County Commissioner, Precinct No. 3","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","Constable, Precinct No. 3","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","Galveston County Democratic Party Chair","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","REFERENDA ITEM #1 ON ECONOMIC SECURITY & PROSPERITY","","","","","","","","","","","","","","","",""
"","","Page 1 of 1","03/31/2016 04:56 PM","","","","","REFERENDA ITEM #2 ON A FAIR CRIMINAL JUSTICE SYSTEM","","","","","","","","","","","","","","","",""
