political_subdivision,election_date,election_name,total_provisional_ballots,total_provisional_ballots_counted,precinct_name,reg_voters,race_name,candidate_name,early_votes,election_votes
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,2,1,101,5003,COUNTY CHAIRMAN - REP,James Dickey,34,46
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,,102,1086,COUNTY CHAIRMAN - REP,James Dickey,8,10
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,2,2,103,1602,COUNTY CHAIRMAN - REP,James Dickey,20,37
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,1,104,1229,COUNTY CHAIRMAN - REP,James Dickey,15,21
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,4,3,105,6772,COUNTY CHAIRMAN - REP,James Dickey,71,102
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,7,1,106,3735,COUNTY CHAIRMAN - REP,James Dickey,57,97
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,,107,377,COUNTY CHAIRMAN - REP,James Dickey,2,31
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,108,1542,COUNTY CHAIRMAN - REP,James Dickey,2,36
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,2,,109,2394,COUNTY CHAIRMAN - REP,James Dickey,18,30
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,11,4,110,5650,COUNTY CHAIRMAN - REP,James Dickey,75,121
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,3,1,111,4567,COUNTY CHAIRMAN - REP,James Dickey,35,51
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,2,,112,1750,COUNTY CHAIRMAN - REP,James Dickey,4,14
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,6,3,113,7201,COUNTY CHAIRMAN - REP,James Dickey,69,79
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,114,263,COUNTY CHAIRMAN - REP,James Dickey,2,4
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,115,0,COUNTY CHAIRMAN - REP,James Dickey,0,0
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,116,0,COUNTY CHAIRMAN - REP,James Dickey,0,0
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,2,1,117,3453,COUNTY CHAIRMAN - REP,James Dickey,5,9
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,118,809,COUNTY CHAIRMAN - REP,James Dickey,5,2
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,119,0,COUNTY CHAIRMAN - REP,James Dickey,0,0
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,120,115,COUNTY CHAIRMAN - REP,James Dickey,0,6
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,121,1016,COUNTY CHAIRMAN - REP,James Dickey,1,6
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,122,3042,COUNTY CHAIRMAN - REP,James Dickey,7,5
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,2,1,123,4577,COUNTY CHAIRMAN - REP,James Dickey,44,139
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,124,5568,COUNTY CHAIRMAN - REP,James Dickey,15,19
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,125,2,COUNTY CHAIRMAN - REP,James Dickey,0,0
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,,126,5322,COUNTY CHAIRMAN - REP,James Dickey,13,14
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,127,0,COUNTY CHAIRMAN - REP,James Dickey,0,0
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,128,0,COUNTY CHAIRMAN - REP,James Dickey,0,0
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,129,3068,COUNTY CHAIRMAN - REP,James Dickey,8,4
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,130,2040,COUNTY CHAIRMAN - REP,James Dickey,4,27
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,131,0,COUNTY CHAIRMAN - REP,James Dickey,0,0
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,2,2,132,2894,COUNTY CHAIRMAN - REP,James Dickey,8,15
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,2,,133,2483,COUNTY CHAIRMAN - REP,James Dickey,9,21
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,134,0,COUNTY CHAIRMAN - REP,James Dickey,0,0
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,3,,135,5613,COUNTY CHAIRMAN - REP,James Dickey,32,55
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,,136,3164,COUNTY CHAIRMAN - REP,James Dickey,55,91
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,5,,137,7923,COUNTY CHAIRMAN - REP,James Dickey,136,269
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,138,0,COUNTY CHAIRMAN - REP,James Dickey,0,0
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,,139,3895,COUNTY CHAIRMAN - REP,James Dickey,20,39
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,140,2081,COUNTY CHAIRMAN - REP,James Dickey,9,18
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,141,456,COUNTY CHAIRMAN - REP,James Dickey,1,6
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,142,1202,COUNTY CHAIRMAN - REP,James Dickey,6,2
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,,145,2888,COUNTY CHAIRMAN - REP,James Dickey,34,54
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,,146,3038,COUNTY CHAIRMAN - REP,James Dickey,58,70
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,7,2,148,4524,COUNTY CHAIRMAN - REP,James Dickey,44,65
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,149,1658,COUNTY CHAIRMAN - REP,James Dickey,3,7
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,1,150,2275,COUNTY CHAIRMAN - REP,James Dickey,56,79
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,,151,2546,COUNTY CHAIRMAN - REP,James Dickey,13,26
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,,152,3675,COUNTY CHAIRMAN - REP,James Dickey,10,16
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,,153,4733,COUNTY CHAIRMAN - REP,James Dickey,36,72
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,8,,154,2777,COUNTY CHAIRMAN - REP,James Dickey,21,62
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,3,,156,6184,COUNTY CHAIRMAN - REP,James Dickey,25,37
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,3,,160,2446,COUNTY CHAIRMAN - REP,James Dickey,28,28
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,,161,2151,COUNTY CHAIRMAN - REP,James Dickey,18,34
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,163,328,COUNTY CHAIRMAN - REP,James Dickey,6,8
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,164,2345,COUNTY CHAIRMAN - REP,James Dickey,6,18
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,1,,200,4991,COUNTY CHAIRMAN - REP,James Dickey,19,30
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,3,,202,3452,COUNTY CHAIRMAN - REP,James Dickey,12,23
Travis County Republican Primary Election,3/1/2016,Joint Primary Election,,,203,992,COUNTY CHAIRMAN - REP,James Dickey,8,14
