Political_Subdivision,Election_Date,Election_Name,Total PV Ballots,Total PV Ballots Counted,Precinct_name,Update_count,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,early_ballots,early_votes,early_under_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,2,2,Straight Party,,1,1,Republican,C,1,REP,140,44,64,25,12,9,115,32,55,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,2,2,Straight Party,,1,2,Democratic,C,2,DEM,140,30,64,25,3,9,115,27,55,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,2,2,Straight Party,,1,3,Libertarian,C,3,LIB,140,1,64,25,0,9,115,1,55,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,2,2,Straight Party,,1,4,Green,C,4,GRN,140,1,64,25,1,9,115,0,55,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,3,3,United States Senator,,1,1,John Cornyn,C,1,REP,140,86,6,25,17,1,115,69,5,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,3,3,United States Senator,,1,2,David M. Alameel,C,2,DEM,140,42,6,25,6,1,115,36,5,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,3,3,United States Senator,,1,3,Rebecca Paddock,C,3,LIB,140,3,6,25,0,1,115,3,5,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,3,3,United States Senator,,1,4,"Emily ""Spicybrown"" Sanchez",C,4,GRN,140,3,6,25,1,1,115,2,5,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,3,3,United States Senator,,1,6,Mohammed Tahiro,W,5,,140,0,6,25,0,1,115,0,5,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,4,4,"United States Representative, District 19",,1,1,Randy Neugebauer,C,1,REP,140,88,7,25,20,1,115,68,6,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,4,4,"United States Representative, District 19",,1,2,Neal Marchbanks,C,2,DEM,140,40,7,25,4,1,115,36,6,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,4,4,"United States Representative, District 19",,1,3,"Richard ""Chip"" Peterson",C,3,LIB,140,5,7,25,0,1,115,5,6,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,4,4,"United States Representative, District 19",,1,5,Donald L. Vance,W,4,,140,0,7,25,0,1,115,0,6,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,5,5,Governor,,1,1,Greg Abbott,C,1,REP,140,86,5,25,20,0,115,66,5,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,5,5,Governor,,1,2,Wendy R. Davis,C,2,DEM,140,46,5,25,5,0,115,41,5,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,5,5,Governor,,1,3,Kathie Glass,C,3,LIB,140,3,5,25,0,0,115,3,5,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,5,5,Governor,,1,4,Brandon Parmer,C,4,GRN,140,0,5,25,0,0,115,0,5,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,5,5,Governor,,1,6,Sarah M. Pavitt,W,5,,140,0,5,25,0,0,115,0,5,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,6,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,140,85,9,25,19,0,115,66,9,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,6,6,Lieutenant Governor,,1,2,Leticia Van de Putte,C,2,DEM,140,41,9,25,5,0,115,36,9,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,6,6,Lieutenant Governor,,1,3,Robert D. Butler,C,3,LIB,140,4,9,25,0,0,115,4,9,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,6,6,Lieutenant Governor,,1,4,Chandrakantha Courtney,C,4,GRN,140,1,9,25,1,0,115,0,9,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,7,7,Attorney General,,1,1,Ken Paxton,C,1,REP,140,82,9,25,18,1,115,64,8,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,7,7,Attorney General,,1,2,Sam Houston,C,2,DEM,140,47,9,25,5,1,115,42,8,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,7,7,Attorney General,,1,3,Jamie Balagia,C,3,LIB,140,1,9,25,0,1,115,1,8,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,7,7,Attorney General,,1,4,Jamar Osborne,C,4,GRN,140,1,9,25,1,1,115,0,8,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,8,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,140,80,8,25,19,0,115,61,8,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,8,8,Comptroller of Public Accounts,,1,2,Mike Collier,C,2,DEM,140,45,8,25,5,0,115,40,8,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,8,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,140,5,8,25,0,0,115,5,8,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,8,8,Comptroller of Public Accounts,,1,4,Deb Shafto,C,4,GRN,140,2,8,25,1,0,115,1,8,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,9,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,140,85,10,25,18,1,115,67,9,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,9,9,Commissioner of the General Land Office,,1,2,John Cook,C,2,DEM,140,41,10,25,5,1,115,36,9,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,9,9,Commissioner of the General Land Office,,1,3,Justin Knight,C,3,LIB,140,3,10,25,0,1,115,3,9,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,9,9,Commissioner of the General Land Office,,1,4,Valerie Alessi,C,4,GRN,140,1,10,25,1,1,115,0,9,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,10,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,140,76,7,25,17,0,115,59,7,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,10,10,Commissioner of Agriculture,,1,2,Jim Hogan,C,2,DEM,140,50,7,25,5,0,115,45,7,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,10,10,Commissioner of Agriculture,,1,3,"David ""Rocky"" Palmquist",C,3,LIB,140,4,7,25,2,0,115,2,7,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,10,10,Commissioner of Agriculture,,1,4,Kenneth Kendrick,C,4,GRN,140,3,7,25,1,0,115,2,7,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,11,11,Railroad Commissioner,,1,1,Ryan Sitton,C,1,REP,140,83,7,25,19,0,115,64,7,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,11,11,Railroad Commissioner,,1,2,Steve Brown,C,2,DEM,140,43,7,25,4,0,115,39,7,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,11,11,Railroad Commissioner,,1,3,Mark A. Miller,C,3,LIB,140,5,7,25,1,0,115,4,7,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,11,11,Railroad Commissioner,,1,4,Martina Salinas,C,4,GRN,140,2,7,25,1,0,115,1,7,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,12,12,"Chief Justice, Supreme Court",,1,1,Nathan Hecht,C,1,REP,140,81,10,25,18,1,115,63,9,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,12,12,"Chief Justice, Supreme Court",,1,2,William Moody,C,2,DEM,140,43,10,25,5,1,115,38,9,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,12,12,"Chief Justice, Supreme Court",,1,3,Tom Oxford,C,3,LIB,140,6,10,25,1,1,115,5,9,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,13,13,"Justice, Supreme Court, Place 6, Unexpired Term",,1,1,Jeff Brown,C,1,REP,140,83,12,25,19,2,115,64,10,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,13,13,"Justice, Supreme Court, Place 6, Unexpired Term",,1,2,Lawrence Edward Meyers,C,2,DEM,140,39,12,25,4,2,115,35,10,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,13,13,"Justice, Supreme Court, Place 6, Unexpired Term",,1,3,Mark Ash,C,3,LIB,140,6,12,25,0,2,115,6,10,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,14,14,"Justice, Supreme Court, Place 7",,1,1,Jeff Boyd,C,1,REP,140,82,11,25,17,1,115,65,10,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,14,14,"Justice, Supreme Court, Place 7",,1,2,Gina Benavides,C,2,DEM,140,44,11,25,6,1,115,38,10,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,14,14,"Justice, Supreme Court, Place 7",,1,3,Don Fulton,C,3,LIB,140,2,11,25,0,1,115,2,10,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,14,14,"Justice, Supreme Court, Place 7",,1,4,Charles E. Waterbury,C,4,GRN,140,1,11,25,1,1,115,0,10,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,15,15,"Justice, Supreme Court, Place 8",,1,1,Phil Johnson,C,1,REP,140,89,42,25,19,5,115,70,37,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,15,15,"Justice, Supreme Court, Place 8",,1,2,RS Roberto Koelsch,C,2,LIB,140,5,42,25,0,5,115,5,37,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,15,15,"Justice, Supreme Court, Place 8",,1,3,Jim Chisolm,C,3,GRN,140,4,42,25,1,5,115,3,37,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,16,16,"Judge, Court of Criminal Appeals, Place 3",,1,1,Bert Richardson,C,1,REP,140,76,13,25,18,1,115,58,12,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,16,16,"Judge, Court of Criminal Appeals, Place 3",,1,2,John Granberg,C,2,DEM,140,45,13,25,5,1,115,40,12,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,16,16,"Judge, Court of Criminal Appeals, Place 3",,1,3,Mark W. Bennett,C,3,LIB,140,6,13,25,1,1,115,5,12,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,17,17,"Judge, Court of Criminal Appeals, Place 4",,1,1,Kevin Patrick Yeary,C,1,REP,140,88,37,25,18,4,115,70,33,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,17,17,"Judge, Court of Criminal Appeals, Place 4",,1,2,Quanah Parker,C,2,LIB,140,10,37,25,1,4,115,9,33,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,17,17,"Judge, Court of Criminal Appeals, Place 4",,1,3,Judith Sanders-Castro,C,3,GRN,140,5,37,25,2,4,115,3,33,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,18,18,"Judge, Court of Criminal Appeals, Place 9",,1,1,David Newell,C,1,REP,140,92,38,25,19,5,115,73,33,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,18,18,"Judge, Court of Criminal Appeals, Place 9",,1,2,"William Bryan Strange, III",C,2,LIB,140,7,38,25,0,5,115,7,33,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,18,18,"Judge, Court of Criminal Appeals, Place 9",,1,3,George Joseph Altgelt,C,3,GRN,140,3,38,25,1,5,115,2,33,0
Castro County,11/4/2014,General Election,3,2,101,3,1,762,0.18,19,19,"State Senator, District 31",,1,1,Kel Seliger,C,1,REP,140,89,42,25,18,7,115,71,35,0
