political_subdivision,election_date,election_name,total_provisional_ballots,total_provisional_ballots_counted,precinct_name,reg_voters,race_name,candidate_name,early_votes,election_votes
CONGRESSIONAL DISTRICT 10 - R,3/4/2014,Joint General Election,4,4,101,4348,UNITED STATES SENATOR - REP,Linda Vega,3,9
CONGRESSIONAL DISTRICT 10 - R,3/4/2014,Joint General Election,4,4,101,4348,UNITED STATES SENATOR - REP,Reid Reasor,0,1
CONGRESSIONAL DISTRICT 10 - R,3/4/2014,Joint General Election,4,4,101,4348,UNITED STATES SENATOR - REP,John Cornyn,25,32
CONGRESSIONAL DISTRICT 10 - R,3/4/2014,Joint General Election,4,4,101,4348,UNITED STATES SENATOR - REP,Dwayne Stovall,2,4
CONGRESSIONAL DISTRICT 10 - R,3/4/2014,Joint General Election,4,4,101,4348,UNITED STATES SENATOR - REP,Steve Stockman,6,14
CONGRESSIONAL DISTRICT 10 - R,3/4/2014,Joint General Election,4,4,101,4348,UNITED STATES SENATOR - REP,Curt Cleaver,0,0
CONGRESSIONAL DISTRICT 10 - R,3/4/2014,Joint General Election,4,4,101,4348,UNITED STATES SENATOR - REP,Chris Mapp,1,0
CONGRESSIONAL DISTRICT 10 - R,3/4/2014,Joint General Election,4,4,101,4348,UNITED STATES SENATOR - REP,Ken Cope,1,3
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,"DISTRICT 35, UNITED STATES REPRESENTATIVE - REP",Susan Narvaiz,30,53
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,GOVERNOR - REP,Miriam Martinez,2,6
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,GOVERNOR - REP,Greg Abbott,32,54
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,GOVERNOR - REP,Lisa Fritsch,4,3
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,GOVERNOR - REP,SECEDE Kilgore,1,1
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,LIEUTENANT GOVERNOR - REP,Jerry Patterson,9,19
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,LIEUTENANT GOVERNOR - REP,David Dewhurst,7,18
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,LIEUTENANT GOVERNOR - REP,Todd Staples,5,8
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,LIEUTENANT GOVERNOR - REP,Dan Patrick,18,23
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,ATTORNEY GENERAL - REP,Dan Branch,11,18
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,ATTORNEY GENERAL - REP,Ken Paxton,14,34
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,ATTORNEY GENERAL - REP,Barry Smitherman,14,13
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,COMPTROLLER OF PUBLIC ACCOUNTS - REP,Harvey Hilderbran,8,14
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,COMPTROLLER OF PUBLIC ACCOUNTS - REP,Raul Torres,9,6
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,COMPTROLLER OF PUBLIC ACCOUNTS - REP,Debra Medina,6,21
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,COMPTROLLER OF PUBLIC ACCOUNTS - REP,Glenn Hegar,14,22
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,David Watts,18,20
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,COMMISSIONER OF THE GENERAL LAND OFFICE - REP,George P. Bush,20,45
Travis County Republican Primary Election,3/4/2014,Joint General Election,4,4,101,4348,COMMISSIONER OF AGRICULTURE - REP,J. Allen Carnes,9,6
