"political_subdivision","election_date","election_name","total provisional ballots","total provisional ballots counted","precinct_number","reg_voters","race_name","candidate_name","party_code","early_votes","election_votes"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","101","005456","United States Senator","John Cornyn","REP","325","178"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000003","11","102","002895","United States Senator","John Cornyn","REP","217","136"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","103","004563","United States Senator","John Cornyn","REP","156","118"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000001","11","104","006141","United States Senator","John Cornyn","REP","314","211"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","105","001542","United States Senator","John Cornyn","REP","48","88"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","106","005361","United States Senator","John Cornyn","REP","56","53"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","107","000574","United States Senator","John Cornyn","REP","7","26"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000002","11","108","001414","United States Senator","John Cornyn","REP","38","90"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","109","002646","United States Senator","John Cornyn","REP","35","39"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","110","002369","United States Senator","John Cornyn","REP","3","0"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","111","004693","United States Senator","John Cornyn","REP","143","85"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","113","000252","United States Senator","John Cornyn","REP","17","9"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","201","003698","United States Senator","John Cornyn","REP","76","55"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","202","005648","United States Senator","John Cornyn","REP","190","136"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","203","005674","United States Senator","John Cornyn","REP","318","308"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","204","002593","United States Senator","John Cornyn","REP","50","39"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","205","005036","United States Senator","John Cornyn","REP","62","55"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","206","001747","United States Senator","John Cornyn","REP","42","24"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","207","003273","United States Senator","John Cornyn","REP","18","25"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","208","006292","United States Senator","John Cornyn","REP","48","62"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","209","006047","United States Senator","John Cornyn","REP","88","116"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","210","003439","United States Senator","John Cornyn","REP","31","68"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","301","003218","United States Senator","John Cornyn","REP","84","175"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","302","003793","United States Senator","John Cornyn","REP","142","126"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","303","004589","United States Senator","John Cornyn","REP","165","145"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","304","000779","United States Senator","John Cornyn","REP","46","25"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000001","11","305","002734","United States Senator","John Cornyn","REP","195","146"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","306","002593","United States Senator","John Cornyn","REP","32","15"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","307","003519","United States Senator","John Cornyn","REP","22","21"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","308","001876","United States Senator","John Cornyn","REP","15","30"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","309","000744","United States Senator","John Cornyn","REP","29","47"
"BELLCOUNTY","3/4/2014","Republican Primary Election","000000","11","310","000452","United States Senator","John Cornyn","REP","17","27"
