political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
Floyd County,11/6/2018,General,9,4,1,1162,Straight Party,Republican Party    REP,REP,289,83
Floyd County,11/6/2018,General,9,4,1,1162,Straight Party,Democratic Party   DEM,DEM,35,28
Floyd County,11/6/2018,General,9,4,1,1162,Straight Party,Libertarian Party    LIB,LIB,1,0
Floyd County,11/6/2018,General,9,4,1,1162,United States Senator,Ted Cruz,REP,415,112
Floyd County,11/6/2018,General,9,4,1,1162,United States Senator,Beto O'Rourke,DEM,78,40
Floyd County,11/6/2018,General,9,4,1,1162,United States Senator,Neal M. Dikeman,LIB,0,0
Floyd County,11/6/2018,General,9,4,1,1162,"United States Representative,
District No. 19",Jodey Arrington,REP,436,116
Floyd County,11/6/2018,General,9,4,1,1162,"United States Representative,
District No. 19",Miguel Levario,DEM,60,33
Floyd County,11/6/2018,General,9,4,1,1162,Governor,Greg Abbott,REP,436,118
Floyd County,11/6/2018,General,9,4,1,1162,Governor,Lupe Valdez,DEM,57,31
Floyd County,11/6/2018,General,9,4,1,1162,Governor,Mark Jay Tippetts,LIB,3,3
Floyd County,11/6/2018,General,9,4,1,1162,Lieutenant Governor,Dan Patrick,REP,384,98
Floyd County,11/6/2018,General,9,4,1,1162,Lieutenant Governor,Mike Collier,DEM,92,48
Floyd County,11/6/2018,General,9,4,1,1162,Lieutenant Governor,Kerry Douglas McKennon,LIB,13,4
Floyd County,11/6/2018,General,9,4,1,1162,Attorney General,Ken Paxton,REP,397,111
Floyd County,11/6/2018,General,9,4,1,1162,Attorney General,Justin Nelson,DEM,82,39
Floyd County,11/6/2018,General,9,4,1,1162,Attorney General,Michael Ray Harris,LIB,10,1
Floyd County,11/6/2018,General,9,4,1,1162,Comptroller of Public Accounts,Glenn Hegar,REP,423,113
Floyd County,11/6/2018,General,9,4,1,1162,Comptroller of Public Accounts,Joi Chevalier,DEM,56,34
Floyd County,11/6/2018,General,9,4,1,1162,Comptroller of Public Accounts,Ben Sanders,LIB,7,3
Floyd County,11/6/2018,General,9,4,1,1162,"Commissioner of the General
Land Office",George P. Bush,REP,406,110
