#Precinct,Precinct ID,Precinct Reporting,Registered Voters,Ballots Cast,Turnout Percentage,Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,Absentee Voting Votes,Absentee Voting Overvotes,Absentee Voting Undervotes,Absentee Voting Invalid Votes,Early Voting Votes,Early Voting Overvotes,Early Voting Undervotes,Early Voting Invalid Votes,Election Day Voting Votes,Election Day Voting Overvotes,Election Day Voting Undervotes,Election Day Voting Invalid Votes
1,0,Reporting,2855,1508,52.82,Straight Party,0,,Republican Party    REP,0,REP,764,0,579,,41,0,54,,581,0,402,,142,0,123,
1,0,Reporting,2855,1508,52.82,Straight Party,0,,Democratic Party   DEM,0,DEM,165,0,579,,10,0,54,,108,0,402,,47,0,123,
1,0,Reporting,2855,1508,52.82,Straight Party,0,,Libertarian Party    LIB,0,LIB,0,0,579,,0,0,54,,0,0,402,,0,0,123,
1,0,Reporting,2855,1508,52.82,United States Senator,0,,Ted Cruz,0,REP,1158,0,11,,74,0,1,,861,0,8,,223,0,2,
1,0,Reporting,2855,1508,52.82,United States Senator,0,,Beto O'Rourke,0,DEM,326,0,11,,28,0,1,,217,0,8,,81,0,2,
1,0,Reporting,2855,1508,52.82,United States Senator,0,,Neal M. Dikeman,0,LIB,13,0,11,,2,0,1,,5,0,8,,6,0,2,
1,0,Reporting,2855,1508,52.82,"United States Representative,
District No. 8",0,,Kevin Brady,0,REP,1180,0,19,,70,0,8,,880,0,9,,230,0,2,
1,0,Reporting,2855,1508,52.82,"United States Representative,
District No. 8",0,,Steven David,0,DEM,290,0,19,,25,0,8,,188,0,9,,77,0,2,
1,0,Reporting,2855,1508,52.82,"United States Representative,
District No. 8",0,,Chris Duncan,0,LIB,19,0,19,,2,0,8,,14,0,9,,3,0,2,
1,0,Reporting,2855,1508,52.82,Governor,0,,Greg Abbott,0,REP,1217,0,13,,81,0,3,,900,0,9,,236,0,1,
1,0,Reporting,2855,1508,52.82,Governor,0,,Lupe Valdez,0,DEM,266,0,13,,20,0,3,,175,0,9,,71,0,1,
1,0,Reporting,2855,1508,52.82,Governor,0,,Mark Jay Tippetts,0,LIB,12,0,13,,1,0,3,,7,0,9,,4,0,1,
1,0,Reporting,2855,1508,52.82,Lieutenant Governor,0,,Dan Patrick,0,REP,1141,0,20,,74,0,3,,851,0,12,,216,0,5,
