political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Attorney General,Ken Paxton,,124,76
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Attorney General,George P. Bush,,65,31
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Commissioner of the General Land Office,Dawn Buckingham,,114,66
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Commissioner of the General Land Office,Tim Westley,,58,33
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Railroad Commissioner,Wayne Christian,,135,62
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Railroad Commissioner,Sarah Stogner,,41,37
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,"District Judge, 47th Judicial District",Dee Johnson,,117,71
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,"District Judge, 47th Judicial District",Joe Marr Wilson,,67,36
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Lieutenant Governor,Michelle Beckley,,3,3
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Lieutenant Governor,Mike Collier,,10,1
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Attorney General,Joe Jaworski,,10,0
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Attorney General,Rochelle Mercedes Garza,,3,4
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Comptroller of Public Accounts,Janet T. Dudding,,8,2
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Comptroller of Public Accounts,Angel Luis Vega,,5,2
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Commissioner of the General Land Office,Sandragrace Martinez,,10,3
Potter County,5/24/2022,Joint Primary Runoff,0,0,121,2095,Commissioner of the General Land Office,Jay Kleberg,,3,1
Potter County,5/24/2022,Joint Primary Runoff,1,1,122,2859,Attorney General,Ken Paxton,,96,61
Potter County,5/24/2022,Joint Primary Runoff,1,1,122,2859,Attorney General,George P. Bush,,28,20
Potter County,5/24/2022,Joint Primary Runoff,1,1,122,2859,Commissioner of the General Land Office,Dawn Buckingham,,72,50
Potter County,5/24/2022,Joint Primary Runoff,1,1,122,2859,Commissioner of the General Land Office,Tim Westley,,42,22
Potter County,5/24/2022,Joint Primary Runoff,1,1,122,2859,Railroad Commissioner,Wayne Christian,,85,57
Potter County,5/24/2022,Joint Primary Runoff,1,1,122,2859,Railroad Commissioner,Sarah Stogner,,28,16
Potter County,5/24/2022,Joint Primary Runoff,1,1,122,2859,"District Judge, 47th Judicial District",Dee Johnson,,65,34
