political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Sabine County,11/8/2022,November General  Election,14,10,1,1997,"United States Representative, District No. 1",Nathaniel Moran,REP,694,271,46,648
Sabine County,11/8/2022,November General  Election,14,10,1,1997,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,DEM,47,17,12,35
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Governor,Greg Abbott,REP,700,271,45,655
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Governor,Beto O'Rourke,DEM,50,18,11,39
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Governor,Mark Tippetts,LIB,2,3,0,2
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Governor,Delilah Barrios,GRN,0,1,0,0
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Governor,Jacqueline Abernathy,,0,0,0,0
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Governor,Mark V Goloby,,0,0,0,0
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Governor,Rejected write-ins,,0,0,0,0
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Governor,Unassigned write-ins,,0,0,0,0
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Lieutenant Governor,Dan Patrick,REP,700,270,45,655
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Lieutenant Governor,Mike Collier,DEM,51,18,13,38
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Lieutenant Governor,Shanna Steele,LIB,6,4,0,6
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Attorney General,Ken Paxton,REP,698,267,46,652
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Attorney General,Rochelle Mercedes Garza,DEM,52,19,11,41
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Attorney General,Mark Ash,LIB,6,7,1,5
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Comptroller of Public Accounts,Glenn Hegar,REP,703,274,45,658
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Comptroller of Public Accounts,Janet T. Dudding,DEM,52,17,13,39
Sabine County,11/8/2022,November General  Election,14,10,1,1997,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,2,2,0,2
